user_id,group_id,rest_id,avialble_rest,sort_pop,sort_fit,sort_sim,fit_score,sim_score,c1_fit,c2_fit,c3_fit,c4_fit,c5_fit,fit_rank,sim_rank,pop_rank,tip,category,dish,price,time
14708,38185,29,0,1,0,0,0,1,0,0,0,0,0,-1,-1,1,3,1,99,str,2023-06-19 14:30:18
14708,38185,5,0,1,0,0,0,1,0,0,0,0,0,-1,-1,3,4,0,30,str,2023-06-19 14:31:01
14676,38198,18,-1,0,1,0,1,1,1,-1,-1,-1,-1,1,-1,-1,5,0,13,str,2023-06-19 14:31:46
14676,38198,30,-1,0,1,0,1,1,1,-1,-1,-1,-1,3,-1,-1,5,0,9,str,2023-06-19 14:32:00
14676,38198,15,-1,0,1,0,0,0,0,-1,-1,-1,-1,5,-1,-1,4,0,40,str,2023-06-19 14:32:03
14676,38198,24,-1,0,1,0,0,1,0,-1,-1,-1,-1,6,-1,-1,4,0,21,str,2023-06-19 14:32:06
14676,38198,7,-1,0,1,0,0,1,0,-1,-1,-1,-1,11,-1,-1,4,0,20,str,2023-06-19 14:32:16
14676,38198,16,-1,0,1,0,0,1,0,-1,-1,-1,-1,12,-1,-1,4,0,11,str,2023-06-19 14:32:16
14676,38198,10,-1,0,1,0,0,1,0,-1,-1,-1,-1,13,-1,-1,4,0,11,str,2023-06-19 14:32:19
14676,38198,4,-1,0,1,0,0,1,0,-1,-1,-1,-1,15,-1,-1,4,0,61,str,2023-06-19 14:32:26
14676,38198,28,-1,0,1,0,0,0,0,-1,-1,-1,-1,14,-1,-1,4,0,18,str,2023-06-19 14:32:28
14698,38031,5,-1,0,1,0,0,1,0,0,0,-1,-1,2,-1,-1,4,0,30,str,2023-06-19 13:46:59
14698,38121,5,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,0,30,str,2023-06-19 13:53:34
14698,38121,29,-1,0,1,0,0,1,0,0,0,-1,-1,1,-1,-1,3,1,99,str,2023-06-19 14:22:43
14698,38121,8,-1,0,1,0,0,1,0,0,0,-1,-1,2,-1,-1,3,0,47,str,2023-06-19 14:22:43
14688,38313,18,-1,0,1,0,1,1,1,1,1,-1,-1,1,-1,-1,5,0,13,str,2023-06-19 15:06:07
14688,38313,32,-1,0,1,0,1,1,1,1,1,-1,-1,2,-1,-1,5,0,16,str,2023-06-19 15:06:07
14688,38313,16,-1,0,1,0,0,1,0,0,0,-1,-1,10,-1,-1,4,0,11,str,2023-06-19 15:06:27
14688,38313,19,-1,0,1,0,0,0,0,0,0,-1,-1,16,-1,-1,4,0,26,str,2023-06-19 15:06:47
14688,38313,26,-1,0,1,0,0,1,0,0,0,-1,-1,6,-1,-1,4,0,23,str,2023-06-19 15:08:19
14688,38313,11,-1,0,1,0,0,-1,0,0,0,-1,-1,7,-1,-1,4,0,10,str,2023-06-19 15:08:21
14688,38313,24,-1,0,1,0,0,-1,0,0,0,-1,-1,5,-1,-1,4,0,21,str,2023-06-19 15:08:24
14688,38313,7,-1,0,1,0,0,-1,0,0,0,-1,-1,9,-1,-1,4,0,20,str,2023-06-19 15:08:30
14640,37923,29,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,1,99,str,2023-06-19 13:14:36
14640,37976,29,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,1,99,str,2023-06-19 13:26:19
14640,38222,29,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,1,99,str,2023-06-19 15:17:45
14690,38366,29,-1,1,0,0,0,1,0,-1,-1,-1,-1,-1,-1,1,3,1,99,str,2023-06-19 15:20:41
14690,38366,18,-1,1,0,0,1,1,1,-1,-1,-1,-1,-1,-1,2,5,0,13,str,2023-06-19 15:20:43
14690,38366,5,-1,1,0,0,0,1,0,-1,-1,-1,-1,-1,-1,3,4,0,30,str,2023-06-19 15:21:04
14784,38358,18,-1,0,1,0,1,1,1,1,-1,-1,-1,1,-1,-1,5,0,13,str,2023-06-19 15:17:41
14784,38358,32,-1,0,1,0,1,1,1,1,-1,-1,-1,2,-1,-1,5,0,16,str,2023-06-19 15:17:53
14784,38358,30,-1,0,1,0,1,1,1,1,-1,-1,-1,2,-1,-1,5,0,9,str,2023-06-19 15:20:07
14784,38358,26,-1,0,1,0,0,1,0,0,-1,-1,-1,3,-1,-1,4,0,23,str,2023-06-19 15:20:51
14661,38372,29,-1,1,0,0,0,1,0,-1,-1,-1,-1,-1,-1,1,3,1,99,str,2023-06-19 15:18:17
